event_date,year,event_type,sub_event_type,actor1,actor2,interaction,admin1,admin2,location,latitude,longitude,fatalities,civilian_targeting,notes,month
2024-01-19,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Labach,26.4706,65.2188,3,,"On 19 January 2024, BLF militants attacked a military post in the Labach Chowk area of Awaran district (Awaran, Balochistan). BLF claimed military personnel suffered unknown 'heavy' loss of life and financial losses. Unknown fatalities coded as 3.",2024-01
2024-01-18,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Bolan,29.2114,67.7327,0,Civilian targeting,"On 18 January 2024, 1 person was injured by a militant landmine (coded as Baloch Separatists) on Link Road near Mathari area of Bolan Valley (Machhi, Balochistan).",2024-01
2024-01-18,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Loralai,Duki,30.1531,68.5732,0,Civilian targeting,"On 18 January 2024, armed assailants (coded as Baloch Separatists) on motorcycle opened fire on laborers in Meraj Coal area near Sarka China Cross in Duki district (Loralai, Balochistan). There were 2 injuries. The assailants fled the scene.",2024-01
2024-01-17,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,0,Civilian targeting,"On 17 January 2024, an IED planted by unknown militants (coded as Baloch Separatists) exploded on Zarghon road near Sajid Hospital in Quetta city (Quetta, Balochistan), when children, who were picking trash, were sifting through the garbage. At least 9 people sustained serious injuries including a traffic policeman and 3 children.",2024-01
2024-01-16,2024,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,0,Civilian targeting,"On 16 January 2024, militants (coded as Baloch Separatists) hurled a grenade at a PPP provincial assembly candidate within the premises of the house in Kech district (coded as Turbat, Balochistan). 1 injured (Candidate's brother).",2024-01
2024-01-16,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Panjgur,Balgatar,26.1721,64.0475,2,,"On 16 January 2024, BLF militants fired on military forces at a military camp at Shaki School in Balgatar town (Kech, Balochistan) simultaneously alongside another attack at a checkpoint at Sri Gadgi Water Supply (coded separately). 2 killed and 3 injured in both locations.",2024-01
2024-01-15,2024,Violence against civilians,Attack,BLA-A: Baloch Liberation Army-Azad,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kharan,Kharan,28.5833,65.4167,0,Civilian targeting,"On 15 January 2024, BLA militants threw a grenade near an election training center at the Government Model High School in Kharan district (Kharan, Balochistan) during a training session for local election officials. There were no casualties.",2024-01
2024-01-15,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Sami,26.0399,63.4131,3,,"On 15 January 2024, militants (coded as Baloch Separatists) bombed a military convoy on the CPEC route in Sami area (coded as Turbat (Kech, Balochistan). Military forces suffered suspected fatalities and casualties. Fatalities coded as 3.",2024-01
2024-01-14,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,5,,"On 14 January 2024, BLF militants attacked a military foot patrol team and convoy in Jhal Jao area (Awaran, Balochistan). 5 military personnel were killed and 2 others injured according to BLF (latest report). Military sources did not report casualties.",2024-01
2024-01-14,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,3,,"On 14 January 2024, BLF militants attacked an FC outpost with a hand grenade in Sangani Sar area of Turbat city (Kech, Balochistan) followed by an exchange of fire. Military forces suffered suspected fatalities and casualties. Fatalities coded as 3.",2024-01
2024-01-13,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Buleda,26.3091,63.1537,8,,"On 13 January 2024, BLF militants attacked military forces and Frontier Corps after planting an IED on an FC vehicle in the general area of Buleda in Kech district (Kech, Balochistan). An intense fire exchange ensued after the explosion. 3 militants and 5 military personnel were killed, while 2 other security forces personnel were injured and 2 military vehicles and 6 motorcycles were also damaged.",2024-01
2024-01-13,2024,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Dazin,26.1062,62.3384,1,,"On 13 January 2024, BLF militants fired at a military force post at Gumazi Cross in Dazin village of Tump tehsil (Kech, Balochistan). Military forces were targeted with modern and heavy weapons at a close range. 1 military personnel was killed and 1 injured.",2024-01
2024-01-13,2024,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,1,Civilian targeting,"On 13 January 2024, unidentified assailants on motorcycle (coded as Baloch Separatists) shot and killed a policeman (coded as civilian) while he was on his way to the university from home on Makran road in Satellite town, Quetta city (Quetta, Balochistan).",2024-01
2024-01-11,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Bolan,29.2114,67.7327,0,Civilian targeting,"On 11 January 2024, an IED planted by militants (coded as Baloch separatists) near a gas pipeline exploded at Bolan area (Kachhi district, Balochistan) that disrupted the gas distribution in the area. There were no casualties.",2024-01
2024-01-06,2024,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Dera Bugti,Dera Bugti,29.0353,69.1595,0,Civilian targeting,"On 6 January 2024, militants (coded as Baloch separatists) conducted a landmine explosion at Dera Bugti district (Balochistan). One person was left injured in the explosion.",2024-01
2024-01-02,2024,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Mand,26.1135,62.0274,7,,"On 2 January 2024, BLF militants conducted an IED explosion targeting a military convoy at Mand town (Kech district, Balochistan). BLF claimed seven army personnel were killed.",2024-01
2023-12-31,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"Around 31 December 2023 (as reported), BLA militants fired at military checkpoint in Turbat town (Kech district, Balochistan). BLA claimed unspecified nature of losses.",2023-12
2023-12-30,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Mach,29.8683,67.3224,2,Civilian targeting,"On 30 December 2023, militants (coded as Baloch separatists) threw a hand grenade near a police station at the Machh Bazaar in Machh Town (Bolan, BA) killling two teenage boys. No damage was incurred on the police station.",2023-12
2023-12-29,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Gwadar,Gwadar,25.1216,62.3254,0,Civilian targeting,"On 29 December 2023, militants (coded as Baloch separatists) lobbed a grenade at Gwadar town (Balochistan). At least three persons were left injured in the attack.",2023-12
2023-12-28,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Mastung,Keshangi,29.7574,66.3612,1,,"On 28 December 2023, BLA militants fired at a checkpost belonging to the military at Balghani Keshangi area between Nushki and Mastung districts (coded as Keshangi city (Mastung district, Balochistan). At least one soldier was killed and two others were left injured in the incident.",2023-12
2023-12-26,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 26 December 2023, unidentified militants (coded as Baloch separatists) fired at police patrolling van in Quetta city (Balochistan). Four persons including two policemen were left injured in the attack.",2023-12
2023-12-26,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 26 December 2023, unidentified militants (coded as Baloch separatists) lobbed a grenade at a police patrolling van in Quetta city (Balochistan). Four persons including two policemen were left injured in the attack.",2023-12
2023-12-24,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Nushki,Nushki,29.5521,66.0228,1,,"On 24 December 2023, BLA militants fired at the headquarters of the military intelligence agency at Nushki town (Balochistan). At least 1 military personnel was killed, and 2 others were injured.",2023-12
2023-12-24,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Buleda,26.3091,63.1537,0,,"On 24 December 2023, BLA militants lobbed grenades at a military checkpoint in Buleda tehsil (Kech district, Balochistan). Two soldiers were left injured in the incident.",2023-12
2023-12-23,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Zamuran,26.4211,62.8977,0,,"On 23 December 2023, unidentified persons (coded as Baloch Separatists) fired at a post belonging to the army at Zamuran town (Kech district, Balochistan). Army suffered an unspecified number of casualties in the attack.",2023-12
2023-12-23,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Anti Narcotics Force,State forces-Rebel group,Balochistan,Gwadar,Gwadar,25.1216,62.3254,0,,"On 23 December 2023, BLF militants fired at the office of anti-narcotics personnel of the police force at Gwadar town (Balochistan). Casualties unknown.",2023-12
2023-12-23,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Frontier Corps,State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 23 December 2023, unidentified persons (coded as Baloch Separatists) fired at a post belonging to the FC personnel at Turbat city (Kech district, Balochistan). An unspecified number of casualties were likely inflicted in the attack as ambulances had arrived at the site of the encounter.",2023-12
2023-12-23,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 23 December 2023, BLF militants attacked a Navy security post with heavy weapons in Turbat town (Kech, Balochistan). Two SF personnel were injured while the outpost was damaged. BLF claim that SF continued firing on the general population after the attack.",2023-12
2023-12-22,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Gwadar,Gwadar,25.1216,62.3254,2,Civilian targeting,"On 22 December 2023, BLA militants lobbed a grenade at shopkeepers it claimed were working as informants for the military at Gwadar town (Balochistan). Two persons were killed in the incident.",2023-12
2023-12-22,2023,Explosions/Remote violence,Grenade,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 22 December 2023, militants (coded as Baloch Separatists) attacked security forces (coded as military forces) at the airport checkpoint in Turbat town (Kech, Balochistan) throwing a hand grenade. No casualties reported, and no one has claimed responsibility for the attack.",2023-12
2023-12-20,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sibi,Sibi,29.5511,67.8322,0,Civilian targeting,"On 20 December 2023, unidentified militants (coded as Baloch Separatists) attacked an unknown target along the Sibi-Kohlu highway in Sibi district (Sibi, Balochistan) injuring 1 individual.",2023-12
2023-12-19,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Gwadar,Gwadar,25.1216,62.3254,0,,"On 19 December 2023, BLA militants attacked a supected intelligence agent with a hand grenade in the Baloch Ward area of Gwadar town (Gwadar, Balochistan). There were no casualties.",2023-12
2023-12-19,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 19 December 2023, BLA militants attacked SF with a hand grenade near Taleemi Chowk in Turbat town (Kech, Balochistan), injuring 4 soldiers.",2023-12
2023-12-18,2023,Violence against civilians,Attack,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Mianaz,26.3006,63.0749,1,Civilian targeting,"On 18 December 2023, BLA militants shot dead a former Baloch Separatist at a market in Mianaz town (Kech, Balochistan). BLA accepted responsibility for the attack and accused the victim of treason against the Baloch national movement due to the victim's surrendering in 2016 and facilitation with security forces.",2023-12
2023-12-17,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,1,Civilian targeting,"On 17 December 2023, armed assailants (coded as Baloch Separatists) opened fired on construction workers in Turbat city (Kech, Balochistan). 1 laborer was killed while 2 others were injured. The laborer killed belonged to Sindh.",2023-12
2023-12-16,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Loralai,Duki,30.1531,68.5732,1,Civilian targeting,"On 16 December 2023, unidentified assailants (coded as Baloch separatists) shot dead an unarmed youth near Warezai area of Duki (Loralali, Balochistan). No motive has been found.",2023-12
2023-12-16,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Malar,26.3373,64.9193,3,,"On 16 December 2023, several units of BLF militants attacked a SF camp in Malar area (Awaran, Balochistan) killing 3 soldiers and injuring 4 others using heavy and automatic weapons, in a clash which lasted over an hour.",2023-12
2023-12-16,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Zamuran,26.4211,62.8977,1,,"On 16 December 2023, BLA militants ambushed and attacked a patrol unit of SF and Frontier Works Organisation (FWO) in the Archenan area of Zamuran tehsil (Kech, Balochistan), killing 1 soldier and injuring 2 others.",2023-12
2023-12-15,2023,Explosions/Remote violence,Shelling/artillery/missile attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Jaffarabad,Dera Allah Yar,28.3747,68.3503,0,Civilian targeting,"On 15 December 2023, unidentified assailants (coded as Baloch Separatists) fired more than five rockets at a village in Goth Abdul Rasheed Jakhrani in Dera Allah Yar area (Jaffarabad, Balochistan). Rockets also impacted a nearby village of Abdul Karim Samalani critically injuring a local woman.",2023-12
2023-12-12,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Zamuran,26.4211,62.8977,3,,"On 12 December 2023, suspected militants attacked a post of Pakistani forces with rockets and heavy weapons in the Zamuran area (Kech, Balochistan), killing 3 soldiers and injuring 3 others. BLA has claimed responsibility for the attack.",2023-12
2023-12-10,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,1,Civilian targeting,"On 10 December 2023, a remote IED used by militants (coded as Baloch separatists) exploded and killed a (assumed off-duty) CTD police officer on his way home on Agha Sultan Ibrahim Road In Khuzdar city (Khuzdar, Balochistan). The blast injured 2 passersby.",2023-12
2023-12-08,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sohbatpur,Sohbatpur,28.5187,68.5407,1,Civilian targeting,"On 8 December 2023, militants (coded as Baloch Separatists) detonated a remote explosive, killing 1 and injuring 3 others, including two police officers, in Hussainabad area of Sohbatpur district (Sohbatpur, BA) targeting a camp of laborers from a construction company building a road in the area.",2023-12
2023-12-01,2023,Violence against civilians,Attack,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nushki,Nushki,29.5521,66.0228,1,Civilian targeting,"On 1 December 2023, BLA militants killed a resident of Killi Sharif Khan at the Post Office in Nushki District (Nushki, Balochistan). BLA claimed the individual was a spy working for the military 'against the liberation movement'.",2023-12
2023-11-26,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Jaffarabad,Usta Mohammad,28.1797,68.0448,0,,"On 26 November 2023, assailants (coded as Baloch separatists) fired at a police vehicle in Mujwa area in Usta Mohammad town in Jaffarabad district, Balochistan. There were no casualties.",2023-11
2023-11-19,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Hoshab,26.0159,63.8883,3,Civilian targeting,"On 19 November 2023, BLF militants detonated a roadside IED bomb near the passing vehicle of 3 civilians suspected to be 'affiliated with a pro-government group', in the Hoshab area of Kech district (Kech, Balochistan). All 3 civilians in the vehicle were killed.",2023-11
2023-11-18,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Pishin,Pishin,30.5802,66.9961,0,,"On 18 November 2023, unidentified gunmen on motorcycles (coded as Baloch Separatists) opened fire on two police officers from Pishin Cadet College near the Boys Degree College building in Pishin district (Balochistan) injuring both.",2023-11
2023-11-18,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-) Balochistan Levies,State forces-Rebel group,Balochistan,Chagai,Chagai,28.9876,63.5908,0,,"On 18 November 2023, around a dozen BLA militants attacked and opened fire at a levies check post at Quetta-Taftan National highway in Chagai district (Dalbandin, Balochistan) which lead to armed clashes, injuring 3 levies officers.",2023-11
2023-11-17,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Nasirabad,Munjho Shori,28.4541,68.0373,0,,"On 17 November 2023, BLA militants hurled a grenade at a police mobile in Munjho Shori area (Nasirabad, Balochistan). There were no fatalities or injuries. The reason behind the incident was not reported.",2023-11
2023-11-15,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,0,,"On 15 November 2023, militants (coded as Baloch separatists) abducted three policemen and looted their weapons from their checkpost at Turbat city (Kech district, Balochistan).",2023-11
2023-11-11,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Mastung,Mastung,29.7945,66.7206,1,,"On 11 November 2023, BLF militants fired at a combined checkpost manned by army personnel and pro-government militia (death squads) in Kolwah Zerber area in Mastung district (Balochistan). One soldier was killed and two others were left injured in the attack.",2023-11
2023-11-10,2023,Explosions/Remote violence,Shelling/artillery/missile attack,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Mianaz,26.3006,63.0749,3,,"On 10 November 2023, intervening night, BLF militants targeted a military convoy with grenade launchers at Apsi Khan army camp in Mianaz area (Kech district, Balochistan). Three soldiers were killed and three others were left injured in the attack.",2023-11
2023-11-05,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Sibi,Babar Kachh,29.7929,67.9871,0,Civilian targeting,"On 5 November 2023, BLA militants conducted an IED explosion on a railway track in Babar Kachh area (Sibi district, Balochistan), injuring 3 people.",2023-11
2023-11-03,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Gwadar,Pasni,25.2837,63.3639,14,,"On 3 November 2023, BLF militants fired at a military convoy in an ambush when they were on their way from Pasni to Ormara (coded as Pasni town, Gwadar district, Balochistan). 14 soldiers were killed in the encounter.",2023-11
2023-10-31,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Nasirabad,26.0711,62.7139,5,,"On 31 October 2023, 20-25 militants (coded as Baloch Separatists) exchanged fire with the police during a targeted attack on workers from Punjab engaged in construction at Nasirabad city (Kech district, Balochistan). Five persons including one policeman and four workers were killed and one policeman and worker were left injured in the encounter.",2023-10
2023-10-31,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Turbat,26.0001,63.0527,5,,"On 31 October 2023, BLA militants attacked a police station in Turbat (Kech, Balochistan), killing 1 policeman and 4 labourers as well as injuring 2 others.",2023-10
2023-10-31,2023,Explosions/Remote violence,Shelling/artillery/missile attack,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Panjgur,Chitkan,26.9782,64.0855,0,,"On 31 October 2023, BLA militants attacked a military post with grenade launchers at Chitkan town (Panjgur district, Balochistan). BLA claimed an unspecified number of casualties. Fatalities coded as 0.",2023-10
2023-10-29,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Jhal Jao,26.3031,65.5812,0,,"On 29 October 2023, armed militants (coded as Baloch Separatists) ambushed the patrolling team of the military personnel in Jhal Jao tehsil (Awaran, Balochistan). They seized their weapons. There were no injuries/ casualties.",2023-10
2023-10-29,2023,Battles,Armed clash,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Awaran,26.4567,65.2314,4,,"On 29 October 2023, military forces clashed with BLF militants in Khoro in Awaran district (Balochistan), killing 2 militants and 2 soldiers, while injuring 2 militants. BLF however claimed that 6 soldiers were killed in the attack. Fatalities coded as 4 based on the lowest estimate from more reliable sources.",2023-10
2023-10-29,2023,Battles,Armed clash,BLA: Baloch Liberation Army,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kech,Kolwa,26.0349,64.2883,0,,"On 29 October 2023, BLA militants attacked a military outpost in Kolwa area (Kech, Balochistan), injuring 2 security personnel.",2023-10
2023-10-28,2023,Explosions/Remote violence,Grenade,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kalat,Mangochar,29.3479,66.6365,0,Civilian targeting,"On 28 October 2023, BLA assailants hurled a hand grenade at an oil and gas company personnel living quarter in Gazag area of Mangochar (Kalat, KPK), injuring four workers.",2023-10
2023-10-28,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Kharan,Kharan,28.5833,65.4167,0,,"Around 28 October 2023 (as reported), armed militants (coded as Baloch Separatists) fired at the policemen on motorcycle patrol on Jungle road in Kharan city (Kharan, Balochistan), injuring 1.",2023-10
2023-10-28,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLA: Baloch Liberation Army,,Rebel group only,Balochistan,Nushki,Nushki,29.5521,66.0228,0,,"On 28 October 2023, BLA militants blew up two pylons of a cellular tower in Nushki district (Balochistan), damaging the tower machinery and cables.",2023-10
2023-10-27,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Khuzdar,Khuzdar,27.7383,66.6433,1,Civilian targeting,"On 27 October 2023, unidentified motorcycle-borne assailants (coded as Baloch separatists) shot dead a man in Charmok area of Khuzdar district (Balochistan). The reason behind the incident was not reported.",2023-10
2023-10-27,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Loralai,Loralai,30.3705,68.5979,1,Civilian targeting,"On 27 October 2023, unidentified assailants (coded as Baloch separatists) shot dead a man in Loralai district (Balochistan). The reason behind the incident was not reported.",2023-10
2023-10-25,2023,Explosions/Remote violence,Grenade,BLF: Baloch Liberation Front,Police Forces of Pakistan (2022-) Anti Narcotics Force,State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,0,,"On 25 October 2023, BLA assailants hurled a hand grenade at an Anti-Narcotics Force (ANF) office at 7 PM in Arif Colony area of Sariab in Quetta city (Balochistan). Unknown casualties.",2023-10
2023-10-24,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Quetta,Quetta,30.1999,67.0097,2,,"On 24 October 2023, militants (coded as Baloch Sepratists) fired at a police patrolling party (Eagle Squad) at Quetta city (Balochistan). Two militants were killed and one was arrested in an injured condition.",2023-10
2023-10-22,2023,Battles,Armed clash,Baloch Separatists (Pakistan),Police Forces of Pakistan (2022-) Balochistan Levies,State forces-Rebel group,Balochistan,Sibi,Tilli,29.5399,67.876,1,,"On 22 October 2023, militants (coded as Baloch Separatists) shot a levies soldier in Tilli area (Sibi, Balochistan), killing him.",2023-10
2023-10-22,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BRG: Baloch Republican Guard,,Rebel group only,Balochistan,Dera Bugti,Pir Koh,29.1299,69.1208,0,,"On 22 October 2023, a gas pipeline was blown up by BRG militants at Pir Koh area (Dera Bugti district, Balochistan).",2023-10
2023-10-21,2023,Violence against civilians,Abduction/forced disappearance,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nasirabad,Dera Murad Jamali,28.5467,68.223,0,Civilian targeting,"On 21 October 2023, assailants (coded as Baloch Separatists) abducted 2 labourers, working on a construction site, in the Goth Karar area of Dera Murad Jamali district (Nasirabad, Balochistan).",2023-10
2023-10-14,2023,Violence against civilians,Attack,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kech,Turbat,26.0001,63.0527,6,Civilian targeting,"On 14 October 2023, militants (coded as Baloch Separatists) shot laborers while they were sleeping in an under-construction house in Turbat town (Kech, Balochistan), killing at least 6 laborers and injuring 2 other laborers.",2023-10
2023-10-13,2023,Explosions/Remote violence,Remote explosive/landmine/IED,BLF: Baloch Liberation Front,Military Forces of Pakistan (2022-),State forces-Rebel group,Balochistan,Awaran,Awaran,26.4567,65.2314,7,,"On 13 October 2023, BLF militants conducted an IED explosion targeting the military forces of Pakistan in the area between Kinchiti and Hotan area in Awaran district (Balochistan). BLF claimed seven soldiers were killed and several others were left injured in the explosion.",2023-10
2023-10-11,2023,Violence against civilians,Abduction/forced disappearance,BLA: Baloch Liberation Army,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Kachhi,Bolan,29.2114,67.7327,0,Civilian targeting,"On 11 October 2023, BLA militants (suspectedly) abducted a senior non-commissioned Army soldier (assumed off-duty) and his associate at a makeshift checkpoint in Margat area in Bolan district (Kachhi, Balochistan). Their whereabouts are unknown.",2023-10
2023-10-10,2023,Violence against civilians,Attack,BLF: Baloch Liberation Front,Civilians (Pakistan),Rebel group-Civilians,Balochistan,Nasirabad,Naseerabad,28.6463,68.1562,1,Civilian targeting,"On 10 October 2023, BLF militants shot dead a man who had been missing previously, at Naseerabad Crossing (Nasirabad, Balochistan). No further information.",2023-10
2023-10-08,2023,Explosions/Remote violence,Remote explosive/landmine/IED,Baloch Separatists (Pakistan),Civilians (Pakistan),Rebel group-Civilians,Balochistan,Quetta,Quetta,30.1999,67.0097,1,Civilian targeting,"On 8 October 2023, an official at the Pakistan Mineral Development Corporation (semi-autonomous corporation attached to the Ministry of Petroleum and Natural Resources) was killed and another person injured when militants (coded as Baloch Separatists) carried out a roadside bomb blast while he was traveling to a coal mine field in Sor Range near Quetta city (Balochistan).",2023-10
